artist, artist_normalized
"Carbon-Silicon","Carbon Silicon"
"Cardi B.","Cardi B"
"Cardi B, Megan Thee Stallion","Megan Thee Stallion"
"Cardinal","Cardinals"
"Caremn McRae","Carmen McRae"
"Cariah Brinaé","Cariah Brinae"
"Caribou ","Caribou"
"Cariobou","Caribou"
"Cark Carlton","Carl Carlton"
"Carla Bozuliich","Carla Bozulich"
"Carla Sagan","Carl Sagan"
"Carla Thomas Feat. Otis Redding","Otis Redding  Carla Thomas"
"Carl Barat and The Jackals","Carl Barat and the Jackals"
"Carl Barât and The Jackals","Carl Barat and the Jackals"
"Carles Manson","Charles Manson"
"Carl Malcom","Carl Malcolm"
"Carlos Antonio","Antonio Carlos Jobim"
"Carlo Savina and His Orchestra","Carlo Savina Orchestra"
"Carlo Savina E La Sua Orchestra","Carlo Savina Orchestra"
"Carlos Malcolm","Carl Malcolm"
"Carlos Nakai","R. Carlos Nakai"
"Carlos Nino and Friends","Carlos Ninos and Friends"
"Carlos Nino And Friends","Carlos Ninos and Friends"
"Carlos Ninos & Friends","Carlos Ninos and Friends"
"Carlos Nuñez","Carlos Nunez"
"Carlos “Patato” Valdés","Carlos “Patato” Valdes"
"Carlos  Santana","Carlos Santana"
"Carl Pekins","Carl Perkins"
"Carl Perkions","Carl Perkins"
"Carl Thomas","Carla Thomas"
"Carl Tjader","Cal Tjader"
"Carly Butler","Carl Butler"
"Carly Rae Jepson","Carly Rae Jepsen"
"Carly Ray Jepsen","Carly Rae Jepsen"
" Carly Ritter","Carly Ritter"
"Carly Sciaky","Carla Sciaky"
"  Carly Simon","Carly Simon"
" Carly Simon","Carly Simon"
"Carly Simon & James Taylor","Carly Simon James Taylor"
"Carly Simon, James Taylor","Carly Simon James Taylor"
"Carman McRae","Carmen McRae"
"Carmen Mcrae","Carmen McRae"
"Carmen McRae & Dave Brubeck","Carmen McRae and Dave Brubeck"
"Carmen Rizzo feat Kate Havnevik","Carmen Rizzo featuring Kate Havnevik"
"Carmen Willain","Carmen Villain"
"Carmin McRae","Carmen McRae"
"Carole ""Fuh"" King","Carole King "
"  Carole King","Carole King"
" Carole King","Carole King"
"Carolina Chocolate Drops & Luminescent Orchestrii","Carolina Chocolate Drops/Luminscent Orchestrii"
"Carolina Chocolate Drops/Luminescent Orchestrii","Carolina Chocolate Drops/Luminscent Orchestrii"
"Carolina Chocolate Drops/Luminescent Orchetrii","Carolina Chocolate Drops/Luminscent Orchestrii"
"Carolina Polachek","Caroline Polachek"
"Carolina Rose","Caroline Rose"
"Carolina Tarheels","Carolina Tar Heels"
"Caroline Chocolate Drops","Carolina Chocolate Drops"
"Caroline Polacheck","Caroline Polachek"
"Caroline Rose ","Caroline Rose"
"Caroline Smith & The Goodnight Sleeps","Caroline Smith and the Goodnight Sleeps"
"Caroline Smith & The Good Night Sleeps","Caroline Smith And The Good Night Sleeps"
"Carol King","Carole King"
"Caroll","Carroll"
"Carol Mann","Carl Mann"
"Carolyn Naomi","Carolyne Naomi"
"Carolyn Wonderland`","Carolyn Wonderland"
"Carpenters, The","The Carpenters"
"Carrie Brownstein & Fred Armisen","Carrie Brownstein and Fred Armisen"
"Carrie Elkin &amp; Danny Schmidt","Carrie Elkin & Danny Schmidt"
"Carrie Elkin  &  Danny Schmidt","Carrie Elkin & Danny Schmidt"
"Carrie Nations","The Carrie Nations"
"  Carrie Newcomer","Carrie Newcomer"
" Carrie Newcomer","Carrie Newcomer"
"Carrie Rodriguez (Austin)","Carrie Rodriguez "
"Carrie Rodriguez  &  Ben Kyle","Carrie Rodriguez and Ben Kyle"
"Carrie Rodriguez & The Sacred Hearts","Carrie Rodriguez and The Sacred Hearts"
"Carrie Rodriguez + The Sacred Hearts","Carrie Rodriguez and The Sacred Hearts"
"Carroll Gibbons a.o.","Carroll Gibbons"
"Car Seat headrest","Car Seat Headrest"
"Car Seat Headrest ","Car Seat Headrest"
"Car Seat Headrest :3","Car Seat Headrest"
"Car Seat Headrests","Car Seat Headrest"
" Carsie Blanton","Carsie Blanton"
"Carsie Blanton ","Carsie Blanton"
"Cars, The","The The"
"Cartel Madras & Dom Dias","Cartel Madras and Dom Dias"
"Carter James","James Carter"
"Carter Tanon","Carter Tanton"
"Cary Bell","Carey Bell"
"Cary Clark Jr.","Gary Clark Jr."
"   Cary Morin","Cary Morin"
"  Cary Morin","Cary Morin"
" Cary Morin","Cary Morin"
"Cary Morin ","Cary Morin"
"   Casandra Wilson"," Cassandra Wilson"
"case/lang/veir","case/lang/veirs"
" case/lang/veirs","case/lang/veirs"
"case/lang veirs","case/lang/veirs"
"case/lang/veirs ","case/lang/veirs"
"case/lang/veris","case/lang/veirs"
"case/lang/viers","case/lang/veirs"
"Casette","Cassette"
"Casey Man","Man Man"
"Cashavelley Morrison","Cashavelly Morrison"
"Cash Cash","Flora Cash"
"Cash Crew","Crash Crew"
"Cash Johnny"," Johnny Cash"
"Casino","Casinos"
"Casiotone For The Painfully Alone","Casiotone for the Painfully Alone"
"Casitone For The Painfully Alone","Casiotone for the Painfully Alone"
"Casius","Cassius"
" Cassamdra Wilson"," Cassandra Wilson"
"Cassamdra Wilson","Cassandra Wilson"
"  Cassandra Wilson"," Cassandra Wilson"
"Cassandra Wison","Cassandra Wilson"
"Cassangra Wilson","Cassandra Wilson"
"Cass Elliott","Cass Elliot"
"Cassetter","Cassette"
"Cassettes Wont Listen","Cassettes Won't Listen"
"Cassettes Won't Listren","Cassettes Won't Listen"
"Cassey Man","Man Man"
"Cassinos","Casinos"
"Cass Macombs","Cass McCombs"
"Cass Mccombs","Cass McCombs"
"Cass McCombs Band","Cass McCombs"
"Cassyette","Cassette"
"Castaways, The","The Castaways"
"Cast Rocky Horror Picture Show","Rocky Horror Picture Show"
"Casuals","Casual"
"Casual T","Casual"
"Cateano Veloso","Caetano Veloso"
"Cat Edmonson","Kat Edmonson"
"Cate LeBon","Cate Le Bon"
"Cat Empire","The Cat Empire"
"Catfish and the Bottleman","Catfish and the Bottlemen"
"Catfish and the Bottlemen ","Catfish and the Bottlemen"
"Catfish and The Bottlemen","Catfish and the Bottlemen"
"Catfish And The Bottlemen","Catfish and the Bottlemen"
"Catherine Duc","Catherine"
"Catherine Joy","Catherine"
"Catherine Lee","Catherine"
"Catherine MacClellan","Catherine MacLellan"
" Catherine Maclellan","Catherine MacLellan"
"Catherine Maclellan","Catherine MacLellan"
" Catherine MacLellan","Catherine MacLellan"
"Catherine Mclellan","Catherine MacLellan"
"Catherine Wheel ","Catherine Wheel"
"Cathode Ray Tube","Ray Cathode"
"Cathrine Wheel","Catherine Wheel"
"Cathy Carroll","Cath Carroll"
"Cathy Fink And Marcy Marxer","Cathy Fink and Marcy Marxer"
"Cathy Fink &  Marcy Marxer","Cathy Fink & Marcy Marxer"
"Cathy Jordan","Kathy Jordan"
" Catie Curtis","Catie Curtis"
"Cat Le Bon","Cate Le Bon"
"Cat Mother","Mother Mother"
"  Cat Power","Cat Power"
" Cat Power","Cat Power"
"Cat's Eye","Cat's Eyes"
"Cats Eyes","Cat's Eyes"
"Cat Stevenes","Cat Stevens"
"Cat Steves","Cat Stevens"
"Cat Stvens","Cat Stevens"
"Cautions","Caution"
"Cavemann","Caveman"
"Caycucas","Cayucas"
"C + C Music Factory","C+C Music Factory"
"C C Music Factory","C+C Music Factory"
"C&C Music Factory","C+C Music Factory"
"Ceasaria Evora","Cesaria Evora"
"Cebebral Ballzy","Cerebral Ballzy"
"Ce Ce Penison","CeCe Peniston"
"Cece Peniston","CeCe Peniston"
"Ce Ce Peniston","CeCe Peniston"
"Cee - Lo","Cee Lo"
"Cee - Lo Green","Cee Lo Green"
"Cee Lo Green ","Cee Lo Green"
"Cee-Lo-Green","Cee-Lo Green"
"Cee‐Lo Green","Cee Lo Green"
"CeeLo Green","Cee Lo Green"
"Cela Cruz","Celia Cruz"
"Celest","Celeste"
" Celeste Krenz","Celeste Krenz"
"Celeste Mandoza","Celeste Mendoza"
"Celia Cruz ","Celia Cruz"
"Celia Cruz and Johnny Pacheco","Johnny Pacheco and Celia Cruz"
"Celia Cruz And Johnny Pacheco","Johnny Pacheco and Celia Cruz"
"Celia Cruz & Johnny Pacheco","Johnny Pacheco and Celia Cruz"
"Celia Cruz Johnny Pacheco","Johnny Pacheco and Celia Cruz"
"Celia Cruz Y Johnny Pacheco","Johnny Pacheco and Celia Cruz"
"Celina Gonzales","Celina Gonzalez"
"Celina González","Celina Gonzalez"
"Cellos","2Cellos"
"Celso Fonesca","Celso Fonseca"
"Celso Fonsecaa","Celso Fonseca"
"CentroMatic","Centro Matic"
"Cephus & Wiggins","Cephas & Wiggins"
"Ceremoney","Ceremony"
"Certain Ratio","A Certain Ratio"
"Cesaia Evora","Cesaria Evora"
"Cesaira Evora","Cesaria Evora"
"Cesaria Évora","Cesaria Evora"
"Cesária Evora","Cesaria Evora"
"Cesaria Evora w/Bonnie Raitt","Cesaria Evora & Bonnie Raitt"
"Cesarra Evora","Cesaria Evora"
"Ceseria Evora","Cesaria Evora"
"Cesoria Evora","Cesaria Evora"
"Cha Cha","Cha Wa"
"Chad And Jeremy","Chad and Jeremy"
"Chad Valey","Chad Valley"
"Chad Van Gaalen","Chad VanGaalen"
"Chad Vangaleen","Chad Vangaalen"
"Chairman of The Board","Chairman Of The Board"
"CHAI, Superorganism","Superorganism"
"Chakademus and Pliers","Chaka Demus and Pliers"
"Chaka Demus And Pliers","Chaka Demus and Pliers"
"Chaka Khan and Rufus","Rufus and Chaka"
"Chakra Khan","Chaka Khan"
"Chales Mingus","Charles Mingus"
"Chalets","Chalet"
"Chalk Circle","Circle Circle"
"Chalk Talk","Talk Talk"
"Challengers","the Challengers"
"Challengers, The","The Challengers"
"Chambermaids","The Chambermaids"
"Chambers Brothers","The Chambers Brothers"
"Chameleons UK","The Chameleons UK"
"Champagne Brothers","Champagne Champagne"
"Champagne Bubbler","Champagne Champagne"
"Champagne Champage","Champagne Champagne"
"ChampagneChampagne","Champagne Champagne"
"Champagne Drip","Champagne Champagne"
"Champagne Dub","Champagne Champagne"
"Champagne Honeybee","Champagne Champagne"
"Champagne Mirrors","Champagne Champagne"
"Champagne Riot","Champagne Champagne"
"Champagne Sequins","Champagne Champagne"
"Champagne Sunday","Champagne Champagne"
"Champagne Superchillin","Champagne Champagne"
"Champagne Superchillin'","Champagne Champagne"
"Champagne Superchillin’","Champagne Champagne"
"Champion ","Jenn Champion"
"Champion Jack Depree","Champion Jack Dupree"
"Champon Jack Dupree","Champion Jack Dupree"
"Chane the Rapper","Chance the Rapper"
"Changa Cakewalk","Charanga Cakewalk"
"Chant","Chant 1"
"Chanté Moore","Chante Moore"
"Chantham Rise","Chatham Rise"
"Chaos Chaos","Cuckoo Chaos"
"Chapelle Roan","Chappell Roan"
"Chapel Roan","Chappell Roan"
"Chapin Sisters","The Chapin Sisters"
"Chapparelle","Chaparelle"
"Chappele Roan","Chappell Roan"
"chapterhouse","Chapterhouse"
"Charanga Cakewalk (Austin)","Charanga Cakewalk "
"Charile Rich","Charlie Rich"
"Charlantans UK","Charlatans UK"
"Charlatan","Charlatans"
"Charlatans Uk","Charlatans"
"Charle Palmieri","Charlie Palmieri"
"Charle Parker","Charlie Parker"
"Charles Bernstein Orch.","Charles Bernstein"
"Charles Bradley ","Charles Bradley"
"Charles Bradley           ","Charles Bradley & Larose Jackson"
"Charles Bradley","Charles Bradley"
"Charles Bradley and Larose Jackson","Charles Bradley & Larose Jackson"
"Charles Bradley and Menahan Street Band","Charles Bradley and the Menahan Street Band"
"Charles Bradley And Menahan Street Band","Charles Bradley and the Menahan Street Band"
"Charles Bradley and The Menahan Street Band","Charles Bradley and the Menahan Street Band"
"Charles Bradley And The Menahan Street Band","Charles Bradley and the Menahan Street Band"
"Charles Bradley & LaRose Jackson","Charles Bradley & Larose Jackson"
"Charles Bradley & Menahan Street Band","Charles Bradley and the Menahan Street Band"
"Charles Bradley & the Menahan Street Band","Charles Bradley and the Menahan Street Band"
"Charles Bradley & the Menahan Street Band -","Charles Bradley and the Menahan Street Band"
"Charles Bradley & The Menahan Street Band","Charles Bradley and the Menahan Street Band"
"Charles Browm","Charles Brown"
"Charles Brown and Johnny Otis","Charles Brown & Johnny Otis"
"Charles Brown & Band"," Charles Brown"
"Charles Brown & Bonnie Raitt","Charles Brown with Bonnie Raitt"
"Charles Brown Trio"," Charles Brown"
"Charles Brown with Johnny Otis","Charles Brown & Johnny Otis"
"Charles Gabriel","Charlie Gabriel"
"Charles J","Charles"
"  Charles Lloyd  + Lucinda Williams","Charles Lloyd and The Marvels and Lucinda Williams"
"Charles Lloyd & The Marvels & Lucinda Williams","Charles Lloyd and The Marvels and Lucinda Williams"
"Charles Lloyd & The Marvels + Lucinda Williams","Charles Lloyd and The Marvels and Lucinda Williams"
"Charles Mann","Charles Manson"
"*Charles Mingus","Charles Mingus"
"Charles Mingus Quintet","Charles Mingus "
"Charles Mingus & RZA","Charles Mingus"
"Charles Mingus Septet","Charles Mingus "
"Charles Mingus Sextet","Charles Mingus "
"Charles Musselwhite","Charlie Musselwhite"
"Charles Sexton","Charlie Sexton"
"Charles ""Soul"" Brown"," Charles Brown"
"Charles Walker","Charlie Walker"
"Charles Wright  and the 103 St. Watts Band","Charles Wright and the Watts 103rd St. Band"
"Charles Wright and The Watts 103rd Street Rhythm Band","Charles Wright and the Watts 103rd Street Rhythm Band"
"Charles Wright And The Watts 103rd Street Rhythm Band","Charles Wright and the Watts 103rd Street Rhythm Band"
"Charles Wright And The Watts 103rd Street Rhythm BND","Charles Wright and the Watts 103rd Street Rhythm Band"
"Charles Wright and The Watts 103rd St Rhythm Band","Charles Wright and the Watts 103rd Street Rhythm Band"
"Charles Wright & the Watts 103rd Street Rhythm Band","Charles Wright and the Watts 103rd Street Rhythm Band"
"Charles Wright & The Watts 103rd Street Rhythm Band","Charles Wright and the Watts 103rd Street Rhythm Band"
"Charles Wright & The Watts 103rd. Street Rhythm Band","Charles Wright and the Watts 103rd Street Rhythm Band"
"Charles Wright & The Watts 103rd Street Rythm Band","Charles Wright and the Watts 103rd Street Rhythm Band"
"Charles Wright & Watts 103rd Street Rhythm Band","Charles Wright and the Watts 103rd Street Rhythm Band"
"Charles X","Charles"
"Charley Bliss","Charly Bliss"
"Charley Corckett","Charley Crockett"
"Charley Crocket","Charley Crockett"
"Charley CrockettÂ ","Charley Crockett"
"Charley Musselwhite","Charlie Musselwhite"
"Charley Pride ","Charley Pride"
"Charley Ryan","Charlie Ryan"
"Charlie Barnet and His Orchestra","Charlie Barnet & His Orchestra"
"Charlie Barnet And His Orchestra","Charlie Barnet & His Orchestra"
"Charlie Boyd","Charlie Byrd"
"Charlie Brown","Charles Brown"
"  Charlie Byrd","Charlie Byrd"
" Charlie Byrd","Charlie Byrd"
"Charlie Charlie","Charlie Barnet"
"Charlie Chrisitian","Charlie Christian"
"Charlie Christian & Benny Goodman & His Sextet","Charlie Christian & Benny Goodman"
"Charlie Christian & Benny Goodman Small Group","Charlie Christian & Benny Goodman"
"Charlie Christian Jammers","Charlie Christian"
"Charlie Crockett","Charley Crockett"
"Charlie Daniels Band","Charlie Daniels"
"Charlie Don't Surf","Charlie Doesn't Surf"
"Charlie feathers","Charlie Feathers"
"Charlie Feathers ","Charlie Feathers"
"Charlie Gore","Charlie Dore"
"Charlie Grace","Charlie Gracie"
"Charlie Haden Quartet West","Charlie Haden – Quartet West"
"Charlie Haden Quartet West & Diana Krall","Charlie Haden – Quartet West"
"Charlie Haden Quartet West & Ruth Cameron","Charlie Haden – Quartet West"
"Charlie Haden's Quartet West","Charlie Haden – Quartet West"
"Charlie Hlton","Charlie Hilton"
"  Charlie Hunter","Charlie Hunter Trio"
"Charlie Hunter","Charlie Hunter Trio"
"Charlie Hunter Feat. Norah Jones","Charlie Hunter feat. Norah Jones"
"Charlie Hunter Quartet feat. Norah Jones","Charlie Hunter feat. Norah Jones"
"Charlie & Inez Foxx","Inez & Charlie Foxx"
"Charlie Manson","Charles Manson"
"Charlie Marie","Charley Marie"
"Charlie Megira & the Bet She'an Valley Hillbillies","Charlie Megira and The Bet She'an Valley Hillbillies"
"Charlie Megira & The Bet She' an Valley Hillbillies","Charlie Megira and The Bet She'an Valley Hillbillies"
"Charlie Mingus","Charles Mingus"
"Charlie Murphy","Charlie.Murphy"
"Charlie Mussellwhite","Charlie Musselwhite"
"Charlie Musselwhite & John L"," Charlie Musselwhite"
"Charlie Musslewhite","Charlie Musselwhite"
"Charlie Pamieri","Charlie Palmieri"
"Charlie parker","Charlie Parker"
"**Charlie Parker","Charlie Parker"
"*Charlie Parker","Charlie Parker"
"Charlie Parker & His Orchestra","Machito & His Orchestra with Charlie Parker"
"Charlie Parker Remix","Charlie Parker"
"Charlie Parker Septet","Charlie Parker "
"Charlie Parker Sextet","Charlie Parker "
"Charlie Parker speaks","Charlie Parker "
"Charlie Parker with Machito and His Afro-Cuban Orchestra","Machito & His Orchestra with Charlie Parker"
"Charlie Parker With Strings","Charlie Parker with Strings"
"Charlie Parr feat. Nicolas Mrozinski","Charlie Parr feat. Nicholas Mrozinski"
"Charlie Parr ft Nicholas Mrozinski","Charlie Parr feat. Nicholas Mrozinski"
"Charlie Poole and The North Carolina Ramblers","Charlie Poole and the North Carolina Ramblers"
"Charlie Poole & the North Carolina Ramblers","Charlie Poole and the North Carolina Ramblers"
"Charlie Poole & The North Carolina Ramblers","Charlie Poole and the North Carolina Ramblers"
"Charlie RIch","Charlie Rich"
"Charlies","Charles"
"Charlie Sexton & Shannon McNally","Charlie Sexton and Shannon McNally"
"Charlies Mingus","Charles Mingus"
"Charlie Waller","Charlie Walker"
"Charlie Watts Meets The Danish Radio Big Band","The Danish Radio Big Band & Charlie Watts"
"Charlie XCX","Charli XCX"
"Charlift","Chairlift"
"Charliie Christian","Charlie Christian"
"Charlles Bradley & Larose Jackson","Charles Bradley & Larose Jackson"
"Charlotte CornfieldÂ ","Charlotte Cornfield"
"Charlotte & Gainsbourg","Charlotte Gainsbourg"
"Charlotte Gainsbourg And Beck","Charlotte Gainsbourg"
"Charlotte Gainsbourg & Beck","Charlotte Gainsbourg"
"Charlotte Gainsbourg & Calexico","Charlotte Gainsbourg "
"Charlotte Gainsbourg Feat. Beck","Charlotte Gainsbourg "
"Charlotte Gainsbourg w/Beck","Charlotte Gainsbourg"
"Charlotte Gainsburg","Charlotte Gainsbourg"
"Charlotte�Gainsbourg�","Charlotte Gainsbourg"
"Charme","Charmme"
"Charolette Gainsbourg","Charlotte Gainsbourg"
"Charolotte Gainsbourg","Charlotte Gainsbourg"
"Chartles Brown","Charles Brown"
"Chase B","Chase"
"Chasity","Chastity"
"Chateau Chateau","Chateau Flight"
"[Chateau Flight]","Chateau Flight"
"Château Flight","Chateau Flight"
"Chateau Flights","Chateau Flight"
"Chatgam County Line","Chatham County Line"
"Chathan Rise","Chatham Rise"
"Chcuk Prophet","Chuck Prophet"
"Che Apalche","Che Apalache"
"Che Appalache","Che Apalache"
"CheapTrick","Cheap Trick"
"Cheb i Sabbah","DJ Cheb i Sabbah"
"Cheb Sabbah","DJ Cheb i Sabbah"
"Cheech And Chong","Cheech and Chong"
" Chelsea Williams","Chelsea Williams"
"Chelsea Williamson","Chelsea Williams"
"Chelsea Wolf","Chelsea Wolfe"
" Chely Wright","Chely Wright"
"Chemcial Brothers","Chemical Brothers"
"Chemical Brothers + Beck","Chemical Brothers"
"Chemical Brothers FT Beck","Chemical Brothers"
"Chemical Brothers - K+D+B","Chemical Brothers"
"Chemicals Brothers","Chemical Brothers"
"Chemistry","Ill Chemistry"
" Chenille Sisters","Chenille Sisters"
"Cheo Felcicano","Cheo Feliciano"
"Cherelle","Cherrelle"
"Cheri Knight","Chris Knight"
"Cherish The Ladies","Cherish the Ladies"
"Chermical Brothers","Chemical Brothers"
"Cherry glazer","Cherry Glazer"
"Cherry Glazers","Cherry Glazer"
"Cherry Glazzer","Cherry Glazer"
"Cherry Glazzerr","Cherry Glazerr"
"Cherry Wheeler","Cheryl Wheeler"
"Cher & Sonny","Sonny & Cher"
"Cherubs","Cherub"
"Cheryl Lyn","Cheryl Lynn"
