title, title_normalized
"Poison And Wine","Poison and Wine"
"Poison & Wine","Poison and Wine"
"You Are My Sunshine<br>","You Are My Sunshine"
"Poison And Wine","Poison and Wine"
"1‐2 Crush on You","1-2 Crush on You"
"1 - 2 Crush On You","1-2 Crush on You"
"1-2 Crush On You","1-2 Crush on You"
"Amagideon Time","Armagideon Time"
"Armagideon Time (live)","Armagideon Time"
"Armegiddeon Time","Armagideon Time"
"Bancrobber","Bankrobber"
"bank robber","Bankrobber"
"Bank Robber","Bankrobber"
"Bankrobber (Dub)","Bankrobber"
"Bankrobber Dub","Bankrobber"
"Brand Ned cadillac","Brand New Cadillac"
"Brand New Cadilac","Brand New Cadillac"
"Brand new cadillac","Brand New Cadillac"
"Capital Radio One","Capital Radio"
"Capital Radio Two","Capital Radio"
"Capitol Radio","Capital Radio"
"Career IOportunities","Career Opportunities"
"Career Opportunites","Career Opportunities"
"Career Opportunities (demo)","Career Opportunities"
"Career Opportunties","Career Opportunities"
"Career Oppurtunities","Career Opportunities"
"Career Opputunities","Career Opportunities"
"Charlie don't Surf","Charlie Don't Surf"
"Charlie Don’t Surf","Charlie Don't Surf"
"Charlie Don't Surf (Remastered)","Charlie Don't Surf"
"clamp down","Clampdown"
"Clampdown (live)","Clampdown"
"Clampdown [Live]","Clampdown"
"Clamptown","Clampdown"
"Clash City Rockers (Live)","Clash City Rockers"
"Clomplete Control","Complete Control"
"Complete control","Complete Control"
"Complete Control (live)","Complete Control"
"Death or Glory","Death Or Glory"
"Four Horseman","Four Horsemen"
"Go Straight to Hell","Straight to Hell"
"Gun;s of Brixton","The Guns of Brixton"
"Guns of Brixton","The Guns of Brixton"
"Guns of Brixton (Alkalino Rework)","The Guns of Brixton"
"Guns of Brixton (The Bug","The Guns of Brixton"
"Guns of Brixton (The Bug refix)","The Guns of Brixton"
"hateful","Hateful"
"Hateful (demo)","Hateful"
"Hitsville U.K.","Hitsville UK"
"I Fought the Law","I Fought The Law"
"I fought the law (Live)","I Fought the Law (Live)"
"I Fought the Law (live)","I Fought the Law (Live)"
"I Fought The Law (live)","I Fought The Law"
"I Fought The Law (Live)","I Fought the Law (Live)"
"I'm Mot Down","I'm Not Down"
"I’m Not Down","I'm Not Down"
"I'm So Bored with the U.S.A.","I'm So Bored With The U.S.A."
"I'm So Bored With the U.S.A.","I'm So Bored With The U.S.A."
"I'm So Bored With the USA","I'm So Bored With The U.S.A."
"I'm So BoredWith the U.S.A.","I'm So Bored With The U.S.A."
"I’m So Bored With the U.S.A.","I'm So Bored With The U.S.A."
"I'm So Bored With The U.s.a.","I'm So Bored With The U.S.A."
"I'm So Bored With The USA","I'm So Bored With The U.S.A."
"Janey Jones","Janie Jones"
"Janie Jones (demo)","Janie Jones"
"Janie Jones (Demo)","Janie Jones"
"Jenie Jones","Janie Jones"
"Jimmie Jazz","Jimmy Jazz"
"jimmy Jazz","Jimmy Jazz"
"Junko Partner","Junco Partner"
"Know your Rights","Know Your Rights"
"Know Your Rights (demo)","Know Your Rights"
"Know Your Rights (live)","Know Your Rights"
"Koka Kola, Advertising & Cocaine","Koka Kola, Advertising and Cocaine (demo)"
"London Calling (live)","London Calling (Live)"
"London Calling - Live","London Calling"
"London Callling","London Calling"
"London’s Burning","London's Burning"
"London's Burning (demo)","London's Burning"
"London Vcalling","London Calling"
"lost in the supermarket","Lost in the Supermarket"
"Lost in the supermarket","Lost in the Supermarket"
"Lost In the Supermarket","Lost in the Supermarket"
"Lost in the Supermarket (Remastered)","Lost in the Supermarket"
"Lover’s Rock","Lovers Rock"
"Magnificent Seven","The Magnificent Seven"
"Magnificent Seven (Return) - Live","The Magnificent Seven"
"Overpowered by Funk","Overpowered By Funk"
"Overpowered By funk","Overpowered By Funk"
"Police and Theives","Police And Thieves"
"Police And Theives","Police And Thieves"
"Police and Thieves","Police And Thieves"
"Police on my Back","Police On My Back"
"Police on My Back","Police On My Back"
"Police On My Back (live)","Police On My Back (Live)"
"Police & Thieves","Police And Thieves"
"Presssure Drop","Pressure Drop"
"Radio Clash","Capital Radio"
"Revolution Rock (demo)","Revolution Rock"
"Revolution Rocl","Revolution Rock"
"Rock The","Lover's Rock"
"Rock the Casbah","Rock The Casbah"
"Rock the Casbah (club mix)","Rock The Casbah"
"Rock The Kasbah","Rock The Casbah"
"Rude Can't Fail","Rudie Can't Fail"
"Rudi Can't Fail","Rudie Can't Fail"
"Rudie Cant Fail","Rudie Can't Fail"
"Rudie Can’t Fail","Rudie Can't Fail"
"Rudie Can't Fail (demo)","Rudie Can't Fail"
"Rudie Can't Fall","Rudie Can't Fail"
"Rudie Don't Fail","Rudie Can't Fail"
"Rudy Can't Fail","Rudie Can't Fail"
"Safe European home","Safe European Home"
"Safe European Home - Remastered","Safe European Home"
"Should I Stay or Should I Go","Should I Stay Or Should I Go"
"Should I Stay or Should I Go?","Should I Stay Or Should I Go"
"Should I Stay Or Should I go","Should I Stay Or Should I Go"
"Should I Stay Or Should I Go?","Should I Stay Or Should I Go"
"Should I Stay Or Should I Go (live)","Should I Stay Or Should I Go"
"Should I Stay Or Should I Go (Live)","Should I Stay Or Should I Go"
"Somebody got Murdered","Somebody Got Murdered"
"Spanish Bomb","Spanish Bombs"
"Staright To Hell","Straight To Hell"
"Straight to hell","Straight to Hell"
"The Clampdown","Clampdown"
"the Guns of Brixton","The Guns of Brixton"
"The Guns Of Brixton","The Guns of Brixton"
"The Guns of Brixton (live)","The Guns of Brixton"
"The Guns of Brixton (Live)","The Guns of Brixton"
"The Magificent Seven","The Magnificent Seven"
"The Magnificant Seven","The Magnificent Seven"
"The Magnificent","The Magnificent Seven"
"The Magnificent Seven (edit)","The Magnificent Seven"
"The Magnificent Seven (live)","The Magnificent Seven"
"The Magnificent Seven (Live)","The Magnificent Seven"
"The Magnificent Seven (Remastered)","The Magnificent Seven"
"The Magnificient Seven","The Magnificent Seven"
"The Wrong 'Em Boyo","Wrong 'Em Boyo"
"This IIs Radio Clash","This Is Radio Clash"
"This is Radio Clash","This Is Radio Clash"
"This Is Radio Clash / Radio Clash","This Is Radio Clash"
"Train and Vain","Train in Vain"
"Train in vain","Train in Vain"
"Train in Vain (live)","Train in Vain (Live)"
"Train In Vain (live)","Train In Vain"
"Washington Bulllets","Washington Bullets"
"White Man (in Hammersmith Palais)","White Man in Hammersmith Palais"
"(White Man) In Hammersmith Palais","(White Man) in Hammersmith Palais"
"White Man ( In Hammersmith Palais)","White Man in Hammersmith Palais"
"White Man In Hammersmith Palais","White Man in Hammersmith Palais"
"White Man In Hammersmith Palias","White Man in Hammersmith Palais"
"White Man In Hammersmith Palis","White Man in Hammersmith Palais"
"White Man on Hammersmith Palais","White Man in Hammersmith Palais"
"White Man On Hammersmith Plain","White Man in Hammersmith Palais"
"Whit Riot","White Riot"
"Wrong 'em Boyo","Wrong 'Em Boyo"
"Wrong ’Em Boyo","Wrong 'Em Boyo"
"Wrong 'Em Boyo (intro)","Wrong 'Em Boyo"
"Blood And Rockets","Blood and Rockets"
"Cricket And The Genie (Movement I, The Delerium)","Cricket and the Genie (Movement I, The Delirium)"
"Movement I, The Delirium","Blood and Rockets Movement I, Saga of Jack Parsons"
"Drawing to a Hole","Drawing to a Whole"
"Draw(in)g to a (W)hole","Drawing to a Whole"
"Drawing To A Whole","Drawing to a Whole"
"Bonfires On the Heath","Bonfires on the Heath"
"Bonfires On The Heath","Bonfires on the Heath"
"Here Comes the Phantom","Here Comes The Phantom"
"I Wonder Wo We Are","I Wonder Who We Are"
"Lunar days","Lunar Days"
"My Own Face Inside the Trees","My Own Face Inside The Trees"
"Policemen Getting Lost","Policeman Getting Lost"
"Winter on Victoria Street","Winter On Victoria Street"
"Eleanor","Elanor"
"We Skip In The Ocean","We Sleep In The Ocean"
"Love Love Love","Love Potion #9"
"Love Potion","Love Potion #9"
"Love Potion No.9","Love Potion #9"
"Perfect Fit","Perfect"
"Along Came Jones (1959)","Along Came Jones"
"Charlie Brown (1959)","Charlie Brown"
"Charlie Brown (live)","Charlie Brown"
"Down In Mexico","Down in Mexico"
"Little Egypt (Ying-Yang)","Little Egypt"
"Poison Ivy (1959)","Poison Ivy"
"Searchin'","Searchin’"
"Shoppin For Clothes","Shoppin’ For Clothes"
"Shoppin' For Clothes","Shoppin' for Clothes"
"Shopping For Clothes","Shoppin’ For Clothes"
"Shoppping For Clothes","Shoppin’ For Clothes"
"That Is Rock and Roll","That is Rock and Roll"
"That is Rock & Roll","That is Rock and Roll"
"Yakety-Yak","Yakety Yak"
"Yakety Yak (1958)","Yakety Yak"
"Yakkety Yak","Yakety Yak"
"Can't Get Enough Of You Baby","Can't Get Enough of You Baby"
"I Can't Get Enough of You Baby","Can't Get Enough of You Baby"
"Pushing Up the Daisies","Pusing Up The Daisies"
"Can't Get Enough Of You Baby","Can't Get Enough of You Baby"
"Pushing Up Daisies","Pusing Up The Daisies"
"Pushing Up The Daisies","Pusing Up The Daisies"
"Pushing Up The Daisies","Pusing Up The Daisies"
"Summon The Fire","Summon the Fire"
"Summon The Fire","Summon the Fire"
"Imminent","Imminent feat. Joshua Idehen"
"Brick House (12"" Mix)","Brick House"
"easy","Easy"
"Lil' Brick House","Brick House"
"Night Shift","Nightshift"
"Don’t Leave Me This Way","Don't Leave Me This Way"
"Don�t Leave me This Way","Don't Leave Me This Way"
"A Way Of Life","Way of Life"
"Can't Hurry Love","You Can't Hurry Love"
"change In the Weather","Change in the Weather"
"Change In The Weather","Change in the Weather"
"Ohh La La","Ooh La La"
"On the radio","On the Radio"
"Say Something","Say Something New"
"Way Of Life","Way of Life"
"You Can´t Hurry Love","You Can't Hurry Love"
"You Can’t Hurry Love","You Can't Hurry Love"
"Fisher Man","Fisherman"
"Fisherman Dub","Fisherman"
"Fisherman Riddim","Fisherman"
"Conspiracy","A Conspiracy"
"Do you Love Me?","Do You Love Me"
"Do You Love Me?","Do You Love Me"
"Ventricles of luv","Ventricles of Luv"
"Ventricles of luv","Ventricles of Luv"
"Don t Say Nothin Bad About My Baby","Don’t Say Nothing Bad About My Baby"
"Don't Say Nothin (Bad About My Baby)","Don’t Say Nothing Bad About My Baby"
"Don't Say Nothin' (Bad About My Baby)","Don’t Say Nothing Bad About My Baby"
"Don't Say Nothin' Bad (About My Baby)","Don’t Say Nothing Bad About My Baby"
"Don't Say Nothin' Bad About My Baby","Don’t Say Nothing Bad About My Baby"
"Don't Say Nothing Bad About My Baby","Don’t Say Nothing Bad About My Baby"
"I Van Enkulu","I Van Enkulu [The Big Van]"
"Rising Sun","Rising Sons"
"In The Morning","In the Morning"
"Little Glass of Wine","The Little Glass of Wine"
"5 Million Ways To Kill A C.E.O.","5 Million Ways To Kill A CEO"
"Gods of Science","The Gods of Science"
"Hip 2 The Skeme","Hip 2 Tha Skeme"
"Land of 7 Billion Dances","Land Of 7 Billion Dances"
"Magic Clap","The Magic Clap"
"Mr. Favorite Mutiny (feat. Black Thought adn Talib Kweli)","My Favorite Mutiny ft. Black Tought and Talib Kweli"
"My Favorite Mutiny (feat. Black Though and Talib Kweli)","My Favorite Mutiny ft. Black Tought and Talib Kweli"
"My Favorite Mutiny (feat. Black Thought & Talib Kweli)","My Favorite Mutiny ft. Black Tought and Talib Kweli"
"My Favorite Mutiny (feat. Black Through and Talib Kweli)","My Favorite Mutiny ft. Black Tought and Talib Kweli"
"My Favorite Mutiny (w/ Black Thought and Talib Kweli)","My Favorite Mutiny ft. Black Tought and Talib Kweli"
"My Favorite Mutiny (with Black Thought and Talib Kweli)","My Favorite Mutiny ft. Black Tought and Talib Kweli"
"My Favourite Mutiny (feat. Black Thought and Talib Kweli)","My Favorite Mutiny ft. Black Tought and Talib Kweli"
"The Coup","Busterismology"
"We Are The One","We Are The Ones"
"The rain, the park, and other things","The Rain, the park, and Other Things"
"The Rain The Park and Other Things","The Rain, The Park and Other Things"
"The Rain, The Park, and Other Things","The Rain, The Park and Other Things"
"The Rain The Park And Other Things","The Rain, The Park and Other Things"
"The Rain, The Park And Other Things","The Rain, The Park and Other Things"
"The Rain, The Park And Other Things""","The Rain, The Park and Other Things"
"The Rain, the Park & Other Things","The Rain, the Park and Other Things"
"The Rain, The Park & Other Things","The Rain, The Park and Other Things"
"Everybody's Reaching Out For Someone","Everybody’s Reaching Out for Someone"
"Keep On The Sunny Side","Keep On the Sunny Side"
"Garbage Man","Garbageman"
"Goo Goo Much","Goo Goo Muck"
"Human Fly (Demo)","Human Fly"
"I was a Teenage Werewolf","Teenage Werewolf"
"I Was a Teenage Werewolf","Teenage Werewolf"
"I Was A Teenage Werewolf","Teenage Werewolf"
"New Kind of Kick","New Kind Of Kick"
"New King of Kick","New Kind Of Kick"
"Surfin Dead","Surfin' Dead"
"Surfin’ Dead","Surfin' Dead"
"Surfin' Dead (live)","Surfin' Dead"
"Surfin' Dead (Live)","Surfin' Dead"
"Surfing Dead","Surfin' Dead"
"Teenage Werewolf (Live)","Teenage Werewolf"
"The Fly","Human Fly"
"The Garbageman","Garbageman"
"Way I Walk","The Way I Walk"
"dreams","Dreams"
"""Dreams""","Dreams"
"Dreams (45 @ 33)","Dreams"
"Free to Decide","Free To Decide"
"I Cant Be with You","I Can't Be With You"
"I Can’t Be With You","I Can't Be With You"
"Linger~","Linger"
"Linger (Demo)","Linger"
"Linger (Live)","Linger"
"No Need to Argue","No Need To Argue"
"(they Long To Be) Close To You","(They Long To Be) Close To You"
"(They Long to Be) Close to You","(They Long To Be) Close To You"
"zombie","Zombie"
"Zombie (live)","Zombie"
"Zombie (Live)","Zombie"
"Corinna, Corinna","Corrina Corrina"
"Corrina, Corrina","Corrina Corrina"
"Biff! Bamg! Pow!","Biff! Bang! Pow!"
"Biff Bang Pow","Biff! Bang! Pow!"
"Biff Bang Pow!","Biff! Bang! Pow!"
"How Does It Feel","How Does It Feel To Feel"
"How Does it Feel to Feel","How Does It Feel To Feel"
"How Does It Feel to Feel","How Does It Feel To Feel"
"How Does It Feel To Feel?","How Does It Feel To Feel"
"How Does It Feel To Feel (Sunshine edit)","How Does It Feel To Feel"
"How Does It Feel To Feel (UK version)","How Does It Feel To Feel"
"How Does It Feel To Feel (Us Version)","How Does It Feel To Feel"
"How Does It Feel To Feel (U.S. version)","How Does It Feel To Feel"
"How Does It Feel To Feel (US VERSION)","How Does It Feel To Feel"
"Making time","Making Time"
"Making TIme","Making Time"
"Makin' Time","Making Time"
"Painterman","Painter Man"
"Painter Man (mono)","Painter Man"
"Step by Step","Step By Step"
"Chi-town","Chi-Town"
"Come on, Be a No-One","Come On, Be A No-One"
"Come On, Be a No-One","Come On, Be A No-One"
"Come On Be A No-One","Come On, Be A No-One"
"Hey Scenester!","Hey Scenesters!"
"Men’s Needs","Men's Needs"
"Mens Needs","Men's Needs"
"Men'S Needs","Men's Needs"
"The Wrong Way to Be","The Wrong Way To Be"
"We Share The Same Skies","We Share the Same Skies"
"Mr. Dieingly Sad (mono)","Mr. Dieingly Sad"
"Mr. Dyingly Sad","Mr. Diengly Sad"
"Goodbye Trouble The Soul Of Man","Goodbye Trouble the Soul of Man"
"Goodbye Trouble/The Soul Of Man","Goodbye Trouble the Soul of Man"
"Sugar And Spice","Sugar and Spice"
"Sugar n Spice","Sugar and Spice"
"Comin’ Back","Comin' Back"
"And Then He Kissed Me","Then He Kissed Me"
"Da Doo Run Run","Da Doo Ron Ron"
"Santa Clause Is Coming To Town","Santa Claus Is Coming To Town"
"Santa Claus Is Coming Toiwn","Santa Claus Is Coming To Town"
"Santa Claus is Coming to Town","Santa Claus Is Coming To Town"
"Santa Claus Is Coming to Town","Santa Claus Is Coming To Town"
"Santa Claus Is Comin' to Town","Santa Claus Is Coming To Town"
"She Sells Sanctuary 12""","She Sells Sanctuary"
"She Sells Sanctuary (12"" Mix)","She Sells Sanctuary"
"She Sells Santuary","She Sells Sanctuary"
"Wildflower","Wild Flower"
"10:10 Saturday Night","10:15 Saturday Night"
"10:15 on a Saturday Night","10:15 Saturday Night"
"10:15 On A Saturday Night","10:15 Saturday Night"
"10:15 Saturday Knight","10:15 Saturday Night"
"10.15 Saturday Night","10:15 Saturday Night"
"10: 15 Saturday Night","10:15 Saturday Night"
"A forest","A Forest"
"A Forest (live)","A Forest"
"A Forrest","A Forest"
"A Fragile Thing (Live)","A Fragile Thing"
"A Letter To Elise","A Letter to Elise"
"A Night Life This","A Night Like This"
"A Night Light This","This Night"
"Another Journey by Train","Another Journey By Train"
"A Walk","The Walk"
"Bananafish Bones","Bananafishbones"
"Between Days","In Between Days"
"Boy's Don't Cry","Boys Don't Cry"
"Boys Dont Cry","Boys Don't Cry"
"Boys Don't Cry (acoustic)","Boys Don't Cry"
"Boys Don�t Cry","Boys Don't Cry"
"catch","Catch"
"Caterpillar (Flicker Mix)","The Caterpillar"
"Close to Me (Closer mix)","Close to Me (closer mix)"
"Close to Me (Closer Mix)","Close To Me (Closer Mix)"
"Close To Me (Closer Mix) [Remastered]","Close To Me (Closer Mix)"
"Close to Me (Closest mix)","Close to Me (closer mix)"
"Close to Me (Closest Mix)","Close To Me (Closer Mix)"
"Close To Me (Closest Mix)","Close To Me (Closer Mix)"
"Close To Me (The Closer Mix)","Close To Me (Closer Mix)"
"Close To You (Closer Mix)","Close To Me (Closer Mix)"
"Cut Here","Cut"
"Doing The Unstuck","Doing the Unstuck"
"Exploding Boy","The Exploding Boy"
"Fascination Street (12"")","Fascination Street"
